EQUIPMENT_ID,SERIAL_NUMBER,MAKE,MODEL,CATEGORY,SUBCATEGORY,DESCRIPTION,YEAR_MANUFACTURED,ACQUISITION_DATE,ACQUISITION_COST,REPLACEMENT_COST,BRANCH_ID,STATUS,CONDITION,LATITUDE,LONGITUDE,LAST_SERVICE_DATE,NEXT_SERVICE_DUE,HOUR_METER_READING,DAILY_RATE,WEEKLY_RATE,MONTHLY_RATE,_SOURCE_TABLE,_ROW_HASH,_LOADED_AT,_SOURCE_SYSTEM,_IS_CURRENT,_VALID_FROM,_VALID_TO
EQ-011036,SPE459006Y,Speed Shore,8x20 Box,TRENCH_SAFETY,Trench,Trench Box 12ft,2016,2017-03-08,58100,55475,BR-01033,AVAILABLE,FAIR,27.93249,-82.478038,2026-03-19,2026-03-20,0,183.82,551.46,1654.38,UR_EQUIPMENT,27b8b85e80e98b0f3c68ceb551dd45f2fa13d71e6fc74dc2966ece0ec6f27161,2026-03-20T07:54:07.001885,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.001886,9999-12-31T00:00:00
EQ-011037,GEN677204W,Genie,GS-3246,AERIAL,Scissor,Scissor Lift 32ft Electric,2022,2022-04-13,55000,56400,BR-01055,RENTED,POOR,39.65503,-86.23961,2026-03-19,2026-03-20,2470,219.8,659.4,1978.2,UR_EQUIPMENT,a35619d1f99008bd74fffe0e9c4252d1c018352ba4cb874882f7d4c58a43f479,2026-03-20T07:54:07.001950,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.001950,9999-12-31T00:00:00
EQ-011038,CAT635722G,Cat,XQ100,POWER_AND_HVAC,Generator,Generator 100kW Diesel,2023,2024-02-08,141600,279000,BR-01058,RENTED,POOR,44.842834,-93.150753,2026-03-19,2026-03-20,13935,542.87,1628.61,4885.83,UR_EQUIPMENT,1b41b376280f38c476ee2f37421ff16a8ff32893028d092ec92d4ac3b1fb4f03,2026-03-20T07:54:07.001991,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.001992,9999-12-31T00:00:00
EQ-011039,ATL659054L,Atlas Copco,XAS 185,GENERAL_TOOLS,Air,Air Compressor 185 CFM,2023,2023-01-30,59150,53900,BR-01026,RENTED,GOOD,35.279963,-80.958688,2026-03-19,2026-03-20,13611,176.31,528.93,1586.79,UR_EQUIPMENT,510e96227a55669392c1c52ab996d88700bbc3b3f395a6c18b3c56c0597320bc,2026-03-20T07:54:07.002030,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.002031,9999-12-31T00:00:00
EQ-011040,LIN850870E,Lincoln,Vantage 300,GENERAL_TOOLS,Welder,Welder Generator 300A,2018,2019-03-23,50700,73650,BR-01048,AVAILABLE,FAIR,41.906266,-87.651072,2026-03-19,2026-03-20,12806,165.45,496.35,1489.05,UR_EQUIPMENT,294a9cc71b7e3ed5f841b1a3e2f08704528a8e4c51b1b13ee21b52c7f30aeb57,2026-03-20T07:54:07.002067,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.002068,9999-12-31T00:00:00
EQ-011041,GME599694O,GME,SR Series,TRENCH_SAFETY,Slide,Slide Rail System,2023,2023-12-22,84600,85200,BR-01026,AVAILABLE,POOR,35.254171,-80.856254,2026-03-19,2026-03-20,0,342.48,1027.44,3082.32,UR_EQUIPMENT,49ffe1d0144a056836eb58a1028e533b9cbb48a98d47f299cfbdf2cb79166469,2026-03-20T07:54:07.002104,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.002105,9999-12-31T00:00:00
EQ-011042,GEN162099Y,Generac,MLT6S,GENERAL_TOOLS,Light,Light Tower 6kW,2024,2024-02-02,30500,28500,BR-01001,AVAILABLE,FAIR,40.71727,-74.018412,2026-03-19,2026-03-20,1594,102.82,308.46,925.38,UR_EQUIPMENT,f7fa43b53c88960fcd95a4e53338350107c1e22749b6988ab552affc26aa862c,2026-03-20T07:54:07.002141,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.002141,9999-12-31T00:00:00
EQ-011043,JLG720145G,JLG,800S,AERIAL,Boom,Boom Lift 80ft Straight,2017,2017-10-31,184100,324100,BR-01098,DECOMMISSIONED,POOR,38.612288,-121.519273,2026-03-19,2026-03-20,6906,730.68,2192.04,6576.12,UR_EQUIPMENT,1b755da355f4cddfd0ffcf45dd710da9ff1367d4b9baa87ec466b8b1f392cf48,2026-03-20T07:54:07.002178,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.002179,9999-12-31T00:00:00
EQ-011044,BOB804892I,Bobcat,S650,EARTHMOVING,Skid,Skid Steer Loader,2017,2018-05-20,108350,91575,BR-01036,AVAILABLE,GOOD,36.175777,-86.803868,2026-03-19,2026-03-20,2833,250.73,752.19,2256.57,UR_EQUIPMENT,73f128130506861796bc7ad45ae7ea27122db332fbb0f550761490e87e9dceb5,2026-03-20T07:54:07.002215,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.002216,9999-12-31T00:00:00
EQ-011045,JLG667551X,JLG,600S,AERIAL,Boom,Boom Lift 60ft Straight,2022,2023-01-17,178000,183000,BR-01067,AVAILABLE,EXCELLENT,39.099358,-84.518485,2026-03-19,2026-03-20,2545,469.82,1409.46,4228.38,UR_EQUIPMENT,fee30f50bcfb6add9c01b34f38cb5266632a7a98b80bfdea50ccb724d5579955,2026-03-20T07:54:07.002251,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.002251,9999-12-31T00:00:00
EQ-011046,GEN844238W,Genie,GS-3246,AERIAL,Scissor,Scissor Lift 32ft Electric,2022,2023-03-22,64800,88800,BR-01035,TRANSPORT,EXCELLENT,36.26584,-86.826699,2026-03-19,2026-03-20,3259,195.55,586.65,1759.95,UR_EQUIPMENT,79ce95fd6ca552225d452a72236b37b0c5c3cf62657fc87ffee62f4dcb622eb9,2026-03-20T07:54:07.002333,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.002336,9999-12-31T00:00:00
EQ-011047,GEN618554W,Genie,GTH-636,AERIAL,Telehandler,Telehandler 6K 36ft,2018,2018-12-31,108500,124950,BR-01014,AVAILABLE,FAIR,41.745125,-72.682158,2026-03-19,2026-03-20,11393,388.78,1166.34,3499.02,UR_EQUIPMENT,ab5113570e04f17f3a97637598d3856cb7d8b51c926c66f5e0abaadbd03459e9,2026-03-20T07:54:07.002591,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.002592,9999-12-31T00:00:00
EQ-011048,JLG976920I,JLG,600S,AERIAL,Boom,Boom Lift 60ft Straight,2023,2024-07-25,145500,135500,BR-01099,AVAILABLE,FAIR,32.708748,-117.155789,2026-03-19,2026-03-20,11427,474.32,1422.96,4268.88,UR_EQUIPMENT,8350204548e6de6404c4a012f0ed42b42dcf99c4d669ec171a62cab76d2ffaff,2026-03-20T07:54:07.002653,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.002654,9999-12-31T00:00:00
EQ-011049,JLG693095M,JLG,G10-55A,AERIAL,Telehandler,Telehandler 10K 55ft,2022,2022-06-21,159750,171900,BR-01032,RENTED,GOOD,27.906185,-82.554647,2026-03-19,2026-03-20,14220,458.19,1374.57,4123.71,UR_EQUIPMENT,18dae78a31c69c52b5f528864363c1c173b80316cd1aaec05abda65c0ebadbc9,2026-03-20T07:54:07.002704,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.002705,9999-12-31T00:00:00
EQ-011050,FLA901144H,Flagro,FVO-400,POWER_AND_HVAC,Indirect,Indirect Fired Heater 400K BTU,2016,2016-03-10,36500,49750,BR-01049,AVAILABLE,EXCELLENT,42.341102,-83.034813,2026-03-19,2026-03-20,2424,127.84,383.52,1150.56,UR_EQUIPMENT,d6ba74ee17fccc95b518337ec0020ad61b6d22b0e47a23015862f53eec447848,2026-03-20T07:54:07.002748,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.002748,9999-12-31T00:00:00
EQ-011051,MUL139086M,Multiquip,QP-6TZ,GENERAL_TOOLS,Trash,Trash Pump 6in,2022,2023-01-29,63000,77000,BR-01051,RENTED,EXCELLENT,42.402338,-83.083818,2026-03-19,2026-03-20,9064,178.85,536.55,1609.65,UR_EQUIPMENT,30b5ca262ac2801ed47b7ced6b91e697083096868e90a5e10a6f0003a099ba2c,2026-03-20T07:54:07.002788,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.002789,9999-12-31T00:00:00
EQ-011052,ATL578804I,Atlas Copco,XAS 185,GENERAL_TOOLS,Air,Air Compressor 185 CFM,2021,2022-04-26,50925,80325,BR-01028,RENTED,EXCELLENT,25.888342,-80.319366,2026-03-19,2026-03-20,12444,190.85,572.55,1717.65,UR_EQUIPMENT,22a2c8eeadc91a2565f53bae1cf75b3d14e41e47999345010138ecf92e9b4069,2026-03-20T07:54:07.002825,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.002826,9999-12-31T00:00:00
EQ-011053,WAC319551R,Wacker Neuson,PT3A,GENERAL_TOOLS,Trash,Trash Pump 3in,2019,2020-08-04,49625,58875,BR-01032,AVAILABLE,FAIR,27.9243,-82.482382,2026-03-19,2026-03-20,3131,135.07,405.21,1215.63,UR_EQUIPMENT,250fc9e4f244c564be20169b09400bfd64762ef2a5bad3e2a9a64888a426ac95,2026-03-20T07:54:07.002866,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.002866,9999-12-31T00:00:00
EQ-011054,YAL664380X,Yale,GDP120,MATERIAL_HANDLING,Forklift,Forklift 12K Diesel,2016,2016-12-12,70950,91025,BR-01095,RENTED,GOOD,40.851141,-111.78882,2026-03-19,2026-03-20,10599,261.29,783.87,2351.61,UR_EQUIPMENT,61b1aa53e43437c6186e4aed2f713e4438426a7068f31540daa54a0364df07bf,2026-03-20T07:54:07.002903,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.002904,9999-12-31T00:00:00
EQ-011055,CAT841758P,Cat,DE22,POWER_AND_HVAC,Generator,Generator 20kW Diesel,2021,2021-02-01,57800,67200,BR-01093,AVAILABLE,GOOD,36.171236,-115.145756,2026-03-19,2026-03-20,14524,182.13,546.39,1639.17,UR_EQUIPMENT,2d3cc2efd1210f4ec5efa849b664e6b53918ff74c4463eac3303f51c8b3b60b8,2026-03-20T07:54:07.002941,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.002941,9999-12-31T00:00:00
EQ-011056,CAT773508R,Cat,XQ100,POWER_AND_HVAC,Generator,Generator 100kW Diesel,2019,2019-11-14,165000,265800,BR-01097,AVAILABLE,EXCELLENT,38.566915,-121.49116,2026-03-19,2026-03-20,11972,673.59,2020.77,6062.31,UR_EQUIPMENT,b01407be5e5035a25edafc14a75e8c3f55961c5798adfcc961711cc3463a5776,2026-03-20T07:54:07.002979,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.002980,9999-12-31T00:00:00
EQ-011057,HYS850663K,Hyster,H80FT,MATERIAL_HANDLING,Forklift,Forklift 8K Pneumatic,2021,2022-07-07,67200,68000,BR-01051,RENTED,EXCELLENT,42.23622,-83.002392,2026-03-19,2026-03-20,2888,221.13,663.39,1990.17,UR_EQUIPMENT,3c5354d4481c1b11afc73662bda9572efd46d85fe212aba28ee80f2f51df3794,2026-03-20T07:54:07.003015,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.003016,9999-12-31T00:00:00
EQ-011058,CAT439566H,Cat,926M,EARTHMOVING,Wheel,Wheel Loader,2024,2024-12-03,156500,230500,BR-01014,MAINTENANCE,FAIR,41.744293,-72.682824,2026-03-19,2026-03-20,1846,510.52,1531.56,4594.68,UR_EQUIPMENT,fd0f90e7687050c07e9adc09f81caec186f496bbdefefaad40a1422845a8e6b5,2026-03-20T07:54:07.003050,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.003050,9999-12-31T00:00:00
EQ-011059,GEN561746U,Genie,GTH-636,AERIAL,Telehandler,Telehandler 6K 36ft,2018,2018-12-20,89250,100450,BR-01020,RENTED,GOOD,40.746157,-74.061413,2026-03-19,2026-03-20,4200,323.26,969.78,2909.34,UR_EQUIPMENT,1ce0fc9793e5dec96cae06f714d475234f0fb249b4479253c6e3d61a42952f31,2026-03-20T07:54:07.003082,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.003083,9999-12-31T00:00:00
EQ-011060,GEN989092Q,Genie,GS-1930,AERIAL,Scissor,Scissor Lift 19ft Electric,2024,2024-09-20,43500,44000,BR-01003,MAINTENANCE,GOOD,40.722791,-73.981906,2026-03-19,2026-03-20,3548,113.46,340.38,1021.14,UR_EQUIPMENT,66965fe3a0311b2679ea3b1488f4ce99d4ad07dbb028d12be03ac6122e5e52f8,2026-03-20T07:54:07.003114,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.003115,9999-12-31T00:00:00
EQ-011061,CAT435706R,Cat,TH255C,MATERIAL_HANDLING,Rough,Rough Terrain Forklift,2021,2021-05-25,101850,94150,BR-01096,AVAILABLE,FAIR,40.771652,-111.881282,2026-03-19,2026-03-20,4345,336.37,1009.11,3027.33,UR_EQUIPMENT,a5834e2442d08dd45cf3670b162b19df00ddbcc785351906b4029e071e757639,2026-03-20T07:54:07.003147,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.003147,9999-12-31T00:00:00
EQ-011062,SPE922312Q,Speed Shore,8x20 Box,TRENCH_SAFETY,Trench,Trench Box 12ft,2017,2018-07-22,66675,64925,BR-01042,MAINTENANCE,POOR,30.350169,-81.654857,2026-03-19,2026-03-20,0,153.82,461.46,1384.38,UR_EQUIPMENT,b4ebb3f34348470e727df3989a18b3df8a01e6bef994e55a967d4099611f5f54,2026-03-20T07:54:07.003179,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.003180,9999-12-31T00:00:00
EQ-011063,TOY977252B,Toyota,8FGU25,MATERIAL_HANDLING,Forklift,Forklift 5K Cushion,2018,2019-06-22,47550,61200,BR-01078,AVAILABLE,GOOD,33.460133,-112.070035,2026-03-19,2026-03-20,9908,148.44,445.32,1335.96,UR_EQUIPMENT,c716ae9a326efa6f44b64be24fd5dc8c46e3a2445b9e3de851f6b624c1bf78f2,2026-03-20T07:54:07.003216,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.003217,9999-12-31T00:00:00
EQ-011064,CAT840618E,Cat,926M,EARTHMOVING,Wheel,Wheel Loader,2015,2015-06-11,108000,212000,BR-01009,TRANSPORT,EXCELLENT,39.982476,-75.157086,2026-03-19,2026-03-20,8309,559.38,1678.14,5034.42,UR_EQUIPMENT,c552516ed23a26fdebae1c3ce4fadccc82cc0f70dbe541d459a583634f07f67e,2026-03-20T07:54:07.003259,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.003259,9999-12-31T00:00:00
EQ-011065,BOB515494G,Bobcat,T770,EARTHMOVING,Compact,Compact Track Loader,2021,2022-10-12,129150,127750,BR-01073,AVAILABLE,FAIR,29.412702,-98.49291,2026-03-19,2026-03-20,2684,371.44,1114.32,3342.96,UR_EQUIPMENT,0a2648ca8b9af9885f7211dd63609cc4ccd9650ea0cdf827e3db0f2819e4b2aa,2026-03-20T07:54:07.003294,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.003294,9999-12-31T00:00:00
EQ-011066,BOB429733A,Bobcat,T770,EARTHMOVING,Compact,Compact Track Loader,2023,2023-11-29,124600,92050,BR-01043,AVAILABLE,FAIR,37.533837,-77.431679,2026-03-19,2026-03-20,10115,400.42,1201.26,3603.78,UR_EQUIPMENT,2e7d32f136e5b1cbd35d99f7ed2a3a911504fe3c20af852237601947c7503d09,2026-03-20T07:54:07.003325,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.003326,9999-12-31T00:00:00
EQ-011067,WAC730745Y,Wacker Neuson,PT3A,GENERAL_TOOLS,Trash,Trash Pump 3in,2017,2018-06-09,49250,36875,BR-01076,AVAILABLE,POOR,30.29393,-97.725694,2026-03-19,2026-03-20,4576,133.72,401.16,1203.48,UR_EQUIPMENT,d13f3ac73b586c96253adb6080bcebb6452628d125657198222092839b4942ad,2026-03-20T07:54:07.003357,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.003357,9999-12-31T00:00:00
EQ-011068,CAT506271Z,Cat,DE22,POWER_AND_HVAC,Generator,Generator 20kW Diesel,2021,2021-05-28,60800,69400,BR-01084,TRANSPORT,FAIR,33.975848,-118.391374,2026-03-19,2026-03-20,11728,204.44,613.32,1839.96,UR_EQUIPMENT,f345a41bb1ecbcbec8e1ace0aa02e89be76221b68691571635e81c0ba2cb8b51,2026-03-20T07:54:07.003388,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.003388,9999-12-31T00:00:00
EQ-011069,LIN373159M,Lincoln,Vantage 300,GENERAL_TOOLS,Welder,Welder Generator 300A,2019,2019-02-13,37650,46200,BR-01044,AVAILABLE,GOOD,37.564684,-77.41135,2026-03-19,2026-03-20,3523,149.99,449.97,1349.91,UR_EQUIPMENT,60a3efacbd11ccfe443b18e1bd3922c2051df0774702ac1c1e23485380824d8b,2026-03-20T07:54:07.003422,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.003423,9999-12-31T00:00:00
EQ-011070,CAT815873L,Cat,314,EARTHMOVING,Excavator,Excavator 14T,2015,2015-12-01,134400,175800,BR-01044,RENTED,EXCELLENT,37.49524,-77.296864,2026-03-19,2026-03-20,1469,686.76,2060.28,6180.84,UR_EQUIPMENT,25da611bd941300603f8a6307c7e061f9ea70a085390d3b5aa96d7f1e02f335e,2026-03-20T07:54:07.003453,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.003454,9999-12-31T00:00:00
EQ-011071,GEN280767G,Genie,GTH-636,AERIAL,Telehandler,Telehandler 6K 36ft,2024,2024-11-19,126700,142800,BR-01002,AVAILABLE,GOOD,40.692771,-74.023577,2026-03-19,2026-03-20,1636,336.86,1010.58,3031.74,UR_EQUIPMENT,6e4d70397920e251b127390bb440cfeca8e791393fc9082687d8838ba867d4b7,2026-03-20T07:54:07.003487,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.003488,9999-12-31T00:00:00
EQ-011072,BOB987067Y,Bobcat,S650,EARTHMOVING,Skid,Skid Steer Loader,2017,2018-04-11,67375,104225,BR-01045,AVAILABLE,FAIR,37.543184,-77.437942,2026-03-19,2026-03-20,12073,307.29,921.87,2765.61,UR_EQUIPMENT,8602e98a77c2112cf271246e099e1b75c27d1cb1a8fd85dadf0821db6eb515b6,2026-03-20T07:54:07.003519,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.003519,9999-12-31T00:00:00
EQ-011073,JLG405587D,JLG,G10-55A,AERIAL,Telehandler,Telehandler 10K 55ft,2016,2017-12-09,130050,190800,BR-01004,RENTED,POOR,42.47838,-70.98017,2026-03-19,2026-03-20,5606,491.47,1474.41,4423.23,UR_EQUIPMENT,6490de82c22700fe432fd9987662927615701d0327c142545f152ee79611ee88,2026-03-20T07:54:07.003550,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.003550,9999-12-31T00:00:00
EQ-011074,GEN674599M,Genie,GTH-636,AERIAL,Telehandler,Telehandler 6K 36ft,2020,2021-09-17,140000,127400,BR-01022,MAINTENANCE,GOOD,33.743303,-84.385438,2026-03-19,2026-03-20,11288,395.97,1187.91,3563.73,UR_EQUIPMENT,7f3a87a7df2b783a73d331a770ec15c0b9caab5e2632c23b211aa18d3f3768dc,2026-03-20T07:54:07.003580,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.003581,9999-12-31T00:00:00
EQ-011075,CHE523923B,Checkers,RP5x8,TRENCH_SAFETY,Road,Road Plate 5x8ft,2022,2023-03-08,14550,13250,BR-01071,AVAILABLE,GOOD,29.747826,-95.35521,2026-03-19,2026-03-20,0,45.33,135.99,407.97,UR_EQUIPMENT,9df31a1d111db34384988ccc59b7e7de8d3f2723f99017ab0fe0aa3aac45eed2,2026-03-20T07:54:07.003611,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.003612,9999-12-31T00:00:00
EQ-011076,CUM703022W,Cummins,C200,POWER_AND_HVAC,Generator,Generator 200kW Diesel,2020,2021-06-16,302400,344700,BR-01085,RENTED,FAIR,37.65261,-122.404615,2026-03-19,2026-03-20,9724,1011.2,3033.6,9100.8,UR_EQUIPMENT,669d7b1c1dfd0f9d207bd61ed7b5d08fba5d25fbb273c3ef6c16bfb94388098f,2026-03-20T07:54:07.003643,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.003644,9999-12-31T00:00:00
EQ-011077,BOB186391P,Bobcat,S650,EARTHMOVING,Skid,Skid Steer Loader,2021,2021-08-27,56650,103125,BR-01037,AVAILABLE,GOOD,35.781598,-78.628386,2026-03-19,2026-03-20,6677,267.1,801.3,2403.9,UR_EQUIPMENT,abc45bf84d5c944a12190e363668789b28e76342c0f3543e5cb36e3213f3a327,2026-03-20T07:54:07.003674,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.003675,9999-12-31T00:00:00
EQ-011078,GEN297215C,Genie,GTH-636,AERIAL,Telehandler,Telehandler 6K 36ft,2015,2016-03-07,97300,167300,BR-01062,RENTED,GOOD,39.251959,-94.512798,2026-03-19,2026-03-20,1182,352.89,1058.67,3176.01,UR_EQUIPMENT,ea12b8aa177cd00b146dc5204e90a16608f417ebb00489d6d7b0c006690f5438,2026-03-20T07:54:07.003705,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.003706,9999-12-31T00:00:00
EQ-011079,TAD663886B,Tadano,GR-300XL,MATERIAL_HANDLING,Rough,Rough Terrain Crane 30T,2019,2019-01-04,450000,567600,BR-01070,AVAILABLE,GOOD,32.790661,-96.780362,2026-03-19,2026-03-20,6263,1158.56,3475.68,10427.04,UR_EQUIPMENT,95c46f4c15bce6f9d7856fdaa083ae64545f6e59a6b522f721968d3bd97d4dfc,2026-03-20T07:54:07.003737,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.003738,9999-12-31T00:00:00
EQ-011080,CAT435869C,Cat,330,EARTHMOVING,Excavator,Excavator 30T,2017,2017-12-10,343800,271800,BR-01066,RENTED,FAIR,38.723836,-90.306112,2026-03-19,2026-03-20,12172,1005.94,3017.82,9053.46,UR_EQUIPMENT,87dcf8921cb84545e660e0d12836c918d8307326d31bb5dc025c0cda2c8af45a,2026-03-20T07:54:07.003769,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.003769,9999-12-31T00:00:00
EQ-011081,KUB953161K,Kubota,KX040,EARTHMOVING,Mini,Mini Excavator 4T,2015,2016-01-23,73500,104700,BR-01006,TRANSPORT,GOOD,42.420592,-70.918645,2026-03-19,2026-03-20,11306,336.4,1009.2,3027.6,UR_EQUIPMENT,7edf0af57efe8ba63fad7e43bf2bd9a01bd5ea1c59a6abe93f2bf4098781eecf,2026-03-20T07:54:07.003800,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.003801,9999-12-31T00:00:00
EQ-011082,CAT756608J,Cat,XQ100,POWER_AND_HVAC,Generator,Generator 100kW Diesel,2021,2022-08-22,151200,294000,BR-01052,AVAILABLE,EXCELLENT,39.966111,-82.998652,2026-03-19,2026-03-20,12135,632.47,1897.41,5692.23,UR_EQUIPMENT,1481f66d87a99ec2514851ee1910c883a0cbb6f8c3a48bd29d4abede338e23f4,2026-03-20T07:54:07.003831,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.003832,9999-12-31T00:00:00
EQ-011083,FLA365735T,Flagro,FVO-400,POWER_AND_HVAC,Indirect,Indirect Fired Heater 400K BTU,2018,2019-02-12,25250,51250,BR-01035,RENTED,EXCELLENT,36.261513,-86.790195,2026-03-19,2026-03-20,8498,136.88,410.64,1231.92,UR_EQUIPMENT,31b7f78088822deed196b37da7b400735f188ff1b8b8a5a2a8b431bb4199a113,2026-03-20T07:54:07.003865,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.003865,9999-12-31T00:00:00
EQ-011084,ATL612267C,Atlas Copco,XAS 185,GENERAL_TOOLS,Air,Air Compressor 185 CFM,2016,2017-11-24,43050,67725,BR-01090,RENTED,EXCELLENT,47.660483,-122.435202,2026-03-19,2026-03-20,13462,154.8,464.4,1393.2,UR_EQUIPMENT,96e5c8846438ecf72216574dbe6c4a225475502f1e8922e28a7823c4f7e7defe,2026-03-20T07:54:07.003900,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.003901,9999-12-31T00:00:00
EQ-011085,BOB225200M,Bobcat,T770,EARTHMOVING,Compact,Compact Track Loader,2024,2024-08-24,87850,172550,BR-01088,RENTED,FAIR,39.663624,-105.068722,2026-03-19,2026-03-20,12968,324.96,974.88,2924.64,UR_EQUIPMENT,06dfa7955fd99803cfe797de9448f75952c76c746538ee57aeccdc63f971eb46,2026-03-20T07:54:07.003934,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.003935,9999-12-31T00:00:00
EQ-011086,JLG293439C,JLG,G10-55A,AERIAL,Telehandler,Telehandler 10K 55ft,2018,2018-08-11,177750,192150,BR-01026,AVAILABLE,POOR,35.249372,-80.858126,2026-03-19,2026-03-20,6858,387.63,1162.89,3488.67,UR_EQUIPMENT,6897604c3e5c968b00dcc53749284f55b3f97d04d46040297080385ce3bc2fa9,2026-03-20T07:54:07.003965,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.003966,9999-12-31T00:00:00
EQ-011087,CUM904037G,Cummins,C60,POWER_AND_HVAC,Generator,Generator 60kW Diesel,2015,2016-06-29,158400,121200,BR-01056,RENTED,GOOD,39.646102,-86.155158,2026-03-19,2026-03-20,8751,419.55,1258.65,3775.95,UR_EQUIPMENT,6bbf298a247d2db75bda4ffe4f45cf28e80a72c32c81854469889c3be531a52f,2026-03-20T07:54:07.003997,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.003997,9999-12-31T00:00:00
EQ-011088,ATL775424B,Atlas Copco,XAS 185,GENERAL_TOOLS,Air,Air Compressor 185 CFM,2017,2018-07-17,52500,60725,BR-01073,AVAILABLE,EXCELLENT,29.421021,-98.496379,2026-03-19,2026-03-20,3787,167.13,501.39,1504.17,UR_EQUIPMENT,55148a816ae2901ff76035ab6b49add3a3e67c7b7937ab1f19b0259cb5549da2,2026-03-20T07:54:07.004029,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.004030,9999-12-31T00:00:00
EQ-011089,GEN172753H,Genie,GS-2632,AERIAL,Scissor,Scissor Lift 26ft Electric,2022,2023-07-30,53100,57750,BR-01065,AVAILABLE,EXCELLENT,38.621964,-90.184075,2026-03-19,2026-03-20,7717,128.64,385.92,1157.76,UR_EQUIPMENT,f8a93cf1df4fc1b14acf6c3ec59b9cbc10d456cf72bd5dde987708c0cec8ba6d,2026-03-20T07:54:07.004060,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.004061,9999-12-31T00:00:00
EQ-011090,JLG855480F,JLG,800S,AERIAL,Boom,Boom Lift 80ft Straight,2023,2024-04-07,269500,341600,BR-01019,RENTED,GOOD,40.612363,-74.305756,2026-03-19,2026-03-20,10634,707.2,2121.6,6364.8,UR_EQUIPMENT,6a8593b1dbd1ac856e1989e4cbfa17b9c2e9e5946699841a689e9fb91d05b854,2026-03-20T07:54:07.004093,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.004094,9999-12-31T00:00:00
EQ-011091,KUB694495D,Kubota,KX040,EARTHMOVING,Mini,Mini Excavator 4T,2015,2016-10-14,77100,133500,BR-01019,MAINTENANCE,FAIR,40.724012,-74.180261,2026-03-19,2026-03-20,13094,328.23,984.69,2954.07,UR_EQUIPMENT,20306e801e6121feb2c28f019b2408b357e008ebe0d46c4b5f83c742927b631e,2026-03-20T07:54:07.004127,UNITED_RENTALS,TRUE,2026-03-20T07:54:07.004127,9999-12-31T00:00:00
