RECORD_ID,EQUIPMENT_ID,BRANCH_ID,MAINTENANCE_TYPE,DESCRIPTION,SCHEDULED_DATE,START_DATE,COMPLETION_DATE,LABOR_HOURS,PARTS_COST,LABOR_COST,TOTAL_COST,TECHNICIAN_NAME,STATUS,_SOURCE_TABLE,_ROW_HASH,_LOADED_AT,_SOURCE_SYSTEM,_IS_CURRENT,_VALID_FROM,_VALID_TO
MR-040689,EQ-012552,BR-01052,PREVENTIVE,Preventive maintenance - Forklift 12K Diesel,2025-05-02,2025-05-05,2025-05-06,18.3,3351.9,1376.79,4728.69,Robert Ramsey,COMPLETED,UR_MAINTENANCE_RECORDS,972c1a341c8ec9ac0b6b6b3761feeb71d0a4407ad46140b39477451d6aadf843,2026-03-20T07:54:08.440189,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.440190,9999-12-31T00:00:00
MR-040690,EQ-011826,BR-01027,INSPECTION,Inspection maintenance - Trash Pump 6in,2025-09-13,2025-09-15,2025-09-16,3.7,0.0,289.56,289.56,Christian Gordon,COMPLETED,UR_MAINTENANCE_RECORDS,2526e57f50be1c063cb7a994ba7b1d4fd64a48e26ec9053178c04a310b96c155,2026-03-20T07:54:08.440248,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.440248,9999-12-31T00:00:00
MR-040691,EQ-014623,BR-01045,PREVENTIVE,Preventive maintenance - Compact Track Loader,2026-03-05,2026-03-08,2026-03-09,20.1,379.76,1725.85,2105.61,Alex Garcia,COMPLETED,UR_MAINTENANCE_RECORDS,c57331e5a4e7db070388621c168223796d477f94561de462406853c0107f8446,2026-03-20T07:54:08.440310,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.440311,9999-12-31T00:00:00
MR-040692,EQ-010404,BR-01026,EMERGENCY,Emergency maintenance - All Terrain Crane 50T,2025-08-20,2025-08-20,2025-08-20,5.9,3927.35,506.8,4434.15,Rita Cobb,COMPLETED,UR_MAINTENANCE_RECORDS,cd2fdee2d31773b81484491c3fbbbed50ada1bdc1d7407fb2229fe481eaf8139,2026-03-20T07:54:08.440369,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.440370,9999-12-31T00:00:00
MR-040693,EQ-010242,BR-01093,PREVENTIVE,Preventive maintenance - Excavator 14T,2026-03-06,2026-03-09,2026-03-10,20.6,4870.82,1900.56,6771.38,Bailey Martinez,COMPLETED,UR_MAINTENANCE_RECORDS,5bbe3021528952ddac924091e7878bb0a6d2b57208687fe61ddde3e429c401dc,2026-03-20T07:54:08.440433,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.440434,9999-12-31T00:00:00
MR-040694,EQ-012863,BR-01044,PREVENTIVE,Preventive maintenance - Compact Track Loader,2025-11-09,2025-11-10,2025-11-12,14.1,4503.39,1675.09,6178.48,Linda Hernandez,COMPLETED,UR_MAINTENANCE_RECORDS,4a33a5daf1b11fc762a820a5b5f036b477fec0a140681d16079981a486d33132,2026-03-20T07:54:08.440498,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.440499,9999-12-31T00:00:00
MR-040695,EQ-014362,BR-01070,INSPECTION,Inspection maintenance - Boom Lift 80ft Straight,2025-03-19,2025-03-21,2025-03-22,22.6,0.0,1701.31,1701.31,Michael Weber,COMPLETED,UR_MAINTENANCE_RECORDS,c937b51eb4b52e286bc9865c591d5a35871184f1f223b261e31e58739b118241,2026-03-20T07:54:08.440560,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.440561,9999-12-31T00:00:00
MR-040696,EQ-013316,BR-01012,INSPECTION,Inspection maintenance - Boom Lift 60ft Straight,2026-03-01,2026-03-01,2026-03-02,4.0,0.0,383.34,383.34,Danny Williams,COMPLETED,UR_MAINTENANCE_RECORDS,468c43622933776f68e5d448bb7919d7a6edf5b69283f588236787d609b30b05,2026-03-20T07:54:08.440618,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.440619,9999-12-31T00:00:00
MR-040697,EQ-010243,BR-01074,EMERGENCY,Emergency maintenance - Cooling Tower,2026-01-15,2026-01-18,2026-01-18,21.6,2123.76,3164.41,5288.17,Mitchell Mitchell,COMPLETED,UR_MAINTENANCE_RECORDS,75ac927e86a461eca4d81e4fa6e042313ae18dc52886d47fcd849da926ab57b6,2026-03-20T07:54:08.440676,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.440677,9999-12-31T00:00:00
MR-040698,EQ-010611,BR-01011,PREVENTIVE,Preventive maintenance - Telehandler 6K 36ft,2025-08-03,2025-08-04,2025-08-05,6.0,1991.45,874.53,2865.98,Michael Davis,COMPLETED,UR_MAINTENANCE_RECORDS,bf4b3b50411430219b43e0bea34b9ad9031a9683ae3984088bb208db1b811d46,2026-03-20T07:54:08.440735,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.440735,9999-12-31T00:00:00
MR-040699,EQ-010058,BR-01015,CORRECTIVE,Corrective maintenance - Cooling Tower,2025-11-20,2025-11-20,2025-11-22,19.4,2279.97,2203.48,4483.45,Jeffrey Moore,COMPLETED,UR_MAINTENANCE_RECORDS,bdaec8edfaf47d8047080332d9931570938d81358f3f5fd43d94d64b2a129497,2026-03-20T07:54:08.440793,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.440794,9999-12-31T00:00:00
MR-040700,EQ-014569,BR-01034,CORRECTIVE,Corrective maintenance - Wheel Loader,2025-09-09,2025-09-10,2025-09-11,4.8,4910.21,710.18,5620.39,Kelly Robertson,COMPLETED,UR_MAINTENANCE_RECORDS,9215e5bcc109847062545f1f5c2a017292d76a9d440535b97990004f823bc323,2026-03-20T07:54:08.440852,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.440853,9999-12-31T00:00:00
MR-040701,EQ-010686,BR-01021,PREVENTIVE,Preventive maintenance - Articulating Boom 66ft Electric,2025-12-21,2025-12-21,2025-12-22,1.7,2557.36,165.53,2722.89,Heidi Hoover,COMPLETED,UR_MAINTENANCE_RECORDS,9da624fb635d5b91bae853d50217ef4a1e16e63222d4517ccbec35644a69ad1e,2026-03-20T07:54:08.440911,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.440911,9999-12-31T00:00:00
MR-040702,EQ-013903,BR-01046,CORRECTIVE,Corrective maintenance - Telehandler 10K 55ft,2026-02-11,2026-02-14,2026-02-16,18.6,4199.32,2666.82,6866.14,Daniel Mckenzie,COMPLETED,UR_MAINTENANCE_RECORDS,8746a38c22bd722885e1a605577cd2ffd97fa7949fa2f3cc8cc46c64991a3a53,2026-03-20T07:54:08.440968,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.440969,9999-12-31T00:00:00
MR-040703,EQ-012111,BR-01052,PREVENTIVE,Preventive maintenance - Boom Lift 60ft Straight,2025-07-27,2025-07-27,2025-07-29,20.6,4185.81,2851.01,7036.82,Scott Patterson,COMPLETED,UR_MAINTENANCE_RECORDS,af34d39fb118ca227a3341afbcff84e3834f8cc343f28f5e7099da01d85add2f,2026-03-20T07:54:08.441025,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.441025,9999-12-31T00:00:00
MR-040704,EQ-011679,BR-01001,PREVENTIVE,Preventive maintenance - Trash Pump 6in,2025-09-12,2025-09-12,2025-09-13,1.4,2601.99,117.72,2719.71,Joseph Osborne,COMPLETED,UR_MAINTENANCE_RECORDS,39fb3d12a88e81c9e1f9bcca0513efc3bbc1f3151496ac81fd7eb6c3a2e5ce1e,2026-03-20T07:54:08.441082,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.441082,9999-12-31T00:00:00
MR-040705,EQ-013329,BR-01034,PREVENTIVE,Preventive maintenance - Trench Box 8ft,2025-04-22,2025-04-24,2025-04-24,7.8,299.2,664.4,963.6,Tonya Arnold,COMPLETED,UR_MAINTENANCE_RECORDS,435cf8c18dab973160dd9ada2744b8620cef115f8eebeea44b21db19eb7c8fd4,2026-03-20T07:54:08.441140,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.441141,9999-12-31T00:00:00
MR-040706,EQ-010567,BR-01085,PREVENTIVE,Preventive maintenance - Air-Cooled Chiller 5T,2026-03-15,2026-03-17,2026-03-18,11.4,4810.37,1624.58,6434.95,Terry Carrillo,COMPLETED,UR_MAINTENANCE_RECORDS,b0f89b97e9f10341cbcbd7d213914b7fff34ca72027e72e0e1cd8f5b6e2ebefc,2026-03-20T07:54:08.441197,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.441198,9999-12-31T00:00:00
MR-040707,EQ-011177,BR-01091,INSPECTION,Inspection maintenance - Boom Lift 60ft Straight,2025-07-06,2025-07-06,2025-07-07,4.9,0.0,400.85,400.85,Kristin King,COMPLETED,UR_MAINTENANCE_RECORDS,953e46951443bf369020a0398a8c8cd3379cf56bac7240b22fff7ee8416957ee,2026-03-20T07:54:08.441255,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.441256,9999-12-31T00:00:00
MR-040708,EQ-014197,BR-01003,CORRECTIVE,Corrective maintenance - Telehandler 10K 55ft,2025-12-14,2025-12-15,2025-12-17,16.7,724.38,2298.2,3022.58,Samuel Patterson,COMPLETED,UR_MAINTENANCE_RECORDS,45cc75e0b582fb9f6d08e5d14a932ee364ee0572501f6afb738726f099be03f9,2026-03-20T07:54:08.441316,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.441317,9999-12-31T00:00:00
MR-040709,EQ-010180,BR-01087,PREVENTIVE,Preventive maintenance - Trash Pump 6in,2026-01-05,2026-01-05,2026-01-06,7.9,435.69,1012.12,1447.81,Dr. Laurie Frey,COMPLETED,UR_MAINTENANCE_RECORDS,0461fa119604dcbec84e598152d0f696f563a14b4883c6511a849be89710ecdc,2026-03-20T07:54:08.441376,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.441377,9999-12-31T00:00:00
MR-040710,EQ-010021,BR-01097,INSPECTION,Inspection maintenance - Air Compressor 185 CFM,2025-10-05,2025-10-08,2025-10-09,20.7,0.0,1736.9,1736.9,Kyle Skinner,COMPLETED,UR_MAINTENANCE_RECORDS,46d24b8101c02ceb6802e9c76d6ba38e778477749908e7d72f16ab08129bfba5,2026-03-20T07:54:08.441433,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.441434,9999-12-31T00:00:00
MR-040711,EQ-014272,BR-01097,PREVENTIVE,Preventive maintenance - Welder Generator 300A,2025-11-12,2025-11-12,2025-11-12,0.8,2062.27,96.2,2158.47,James Mora,COMPLETED,UR_MAINTENANCE_RECORDS,7a0c2d068fdf6571b504d4fa9dce0babe5171c06ac6e5948b610c132e38b32b7,2026-03-20T07:54:08.441490,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.441490,9999-12-31T00:00:00
MR-040712,EQ-011490,BR-01065,INSPECTION,Inspection maintenance - Air-Cooled Chiller 5T,2025-11-26,2025-11-26,2025-11-26,11.6,0.0,1023.09,1023.09,Patricia Randall,COMPLETED,UR_MAINTENANCE_RECORDS,b5bae7f53cd162bbce5d988d7f08fa2b3105298cb02e5d2f2ed9b1c4a4b5b62b,2026-03-20T07:54:08.441547,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.441548,9999-12-31T00:00:00
MR-040713,EQ-013687,BR-01065,PREVENTIVE,Preventive maintenance - Forklift 12K Diesel,2025-12-18,2025-12-18,2025-12-20,19.0,2261.82,2287.84,4549.66,Kevin Shaw,COMPLETED,UR_MAINTENANCE_RECORDS,fc6895c1d80532b11f1dddbbffc353c26bf703926e4d25ccc4683165b32f5451,2026-03-20T07:54:08.441604,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.441604,9999-12-31T00:00:00
MR-040714,EQ-013488,BR-01070,CORRECTIVE,Corrective maintenance - Rough Terrain Crane 30T,2025-05-16,2025-05-19,2025-05-20,17.5,1509.65,2125.49,3635.14,Becky Weeks,COMPLETED,UR_MAINTENANCE_RECORDS,6b81a09b74e57a04a10ccfb63b26c13ab5b5851d8e086859ee1c7a23210cfed9,2026-03-20T07:54:08.441662,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.441662,9999-12-31T00:00:00
MR-040715,EQ-014369,BR-01080,PREVENTIVE,Preventive maintenance - Boom Lift 46ft Straight,2025-07-22,2025-07-24,2025-07-25,18.6,4915.95,2196.61,7112.56,Cynthia Payne,COMPLETED,UR_MAINTENANCE_RECORDS,aaf2d35696d57621041ed927d0e2a1a719fc38bcca6f83050334c64a2d560379,2026-03-20T07:54:08.441720,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.441720,9999-12-31T00:00:00
MR-040716,EQ-014587,BR-01064,CORRECTIVE,Corrective maintenance - Compact Track Loader,2025-12-23,2025-12-23,2025-12-24,12.5,3738.29,1180.2,4918.49,Christopher Thomas,COMPLETED,UR_MAINTENANCE_RECORDS,fec0be04a66d4f84abbdbc0105968103c7ad35bed816b109b6744218fb34707d,2026-03-20T07:54:08.441776,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.441777,9999-12-31T00:00:00
MR-040717,EQ-014935,BR-01005,INSPECTION,Inspection maintenance - Mini Excavator 4T,2025-07-27,2025-07-28,2025-07-29,21.8,0.0,2416.99,2416.99,Tony Martinez,COMPLETED,UR_MAINTENANCE_RECORDS,5360577c9e9b2923e9ffcdf530c7c8a138c9493daab7d6ce6abe21b879ede91d,2026-03-20T07:54:08.441833,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.441834,9999-12-31T00:00:00
MR-040718,EQ-012902,BR-01045,CORRECTIVE,Corrective maintenance - Skid Steer Loader,2026-03-07,2026-03-07,2026-03-09,20.1,1786.6,1682.22,3468.82,Caitlin Torres,COMPLETED,UR_MAINTENANCE_RECORDS,9b5cc0e6cad21c80fa9492f046d961bc31e1817eba2b546620f0a918512ff35b,2026-03-20T07:54:08.441891,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.441892,9999-12-31T00:00:00
MR-040719,EQ-012753,BR-01065,CORRECTIVE,Corrective maintenance - Generator 20kW Diesel,2025-05-26,2025-05-29,2025-05-30,4.4,1244.12,420.89,1665.01,Michael Rios,COMPLETED,UR_MAINTENANCE_RECORDS,df052101f5983eb4e3cd3da1bca555165ec183497c32e3d22e95340d4fcf287f,2026-03-20T07:54:08.441949,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.441949,9999-12-31T00:00:00
MR-040720,EQ-011934,BR-01086,PREVENTIVE,Preventive maintenance - Telehandler 10K 55ft,2026-03-03,2026-03-05,2026-03-06,16.0,388.99,2358.98,2747.97,Jill Lucas,COMPLETED,UR_MAINTENANCE_RECORDS,694495772c93986be95737581b1423be82cdfe4a09f2859b4773da0b6dd7ca15,2026-03-20T07:54:08.442007,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.442008,9999-12-31T00:00:00
MR-040721,EQ-012269,BR-01043,CORRECTIVE,Corrective maintenance - Compact Track Loader,2025-04-21,2025-04-24,2025-04-25,18.3,1619.89,1721.76,3341.65,Cindy Sullivan,COMPLETED,UR_MAINTENANCE_RECORDS,26600863ae7c2e98093f7c0fa2be73973c1c629eee942ee57cb2f7aa5b828b46,2026-03-20T07:54:08.442065,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.442065,9999-12-31T00:00:00
MR-040722,EQ-014027,BR-01052,PREVENTIVE,Preventive maintenance - Articulating Boom 66ft Electric,2025-09-15,2025-09-16,2025-09-17,10.7,4585.21,936.23,5521.44,Michael Walsh,COMPLETED,UR_MAINTENANCE_RECORDS,0a85e756ac6a7047969ce378d5373ce33db5d333fb9aeed3a4793df9390ae242,2026-03-20T07:54:08.442121,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.442122,9999-12-31T00:00:00
MR-040723,EQ-013848,BR-01019,CORRECTIVE,Corrective maintenance - Excavator 30T,2025-03-23,2025-03-26,2025-03-28,12.7,4951.11,987.2,5938.31,William Stanley,COMPLETED,UR_MAINTENANCE_RECORDS,3b86e113e2a6554e9b7af42446a173dd4285239bf18e3d5ac056583847b8c69e,2026-03-20T07:54:08.442179,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.442179,9999-12-31T00:00:00
MR-040724,EQ-014605,BR-01054,CORRECTIVE,Corrective maintenance - Trash Pump 6in,2025-10-20,2025-10-20,2025-10-22,9.9,1746.09,832.19,2578.28,Michael Scott,COMPLETED,UR_MAINTENANCE_RECORDS,d68d856f9cfa8df9a2fc21011c43425221774b596eae5399e2bd6917478415c9,2026-03-20T07:54:08.442236,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.442237,9999-12-31T00:00:00
MR-040725,EQ-013885,BR-01041,CORRECTIVE,Corrective maintenance - Welder Generator 300A,2025-12-24,2025-12-26,2025-12-27,10.1,4525.36,925.52,5450.88,Sarah Palmer,COMPLETED,UR_MAINTENANCE_RECORDS,670509b10d035d7985b863ed5a3bb7a7229c9d2e9d9ed7e6ad59056d2767902f,2026-03-20T07:54:08.442296,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.442297,9999-12-31T00:00:00
MR-040726,EQ-014058,BR-01090,INSPECTION,Inspection maintenance - Trench Box 8ft,2025-03-19,2025-03-19,2025-03-20,21.4,0.0,1862.6,1862.6,Robin Washington,COMPLETED,UR_MAINTENANCE_RECORDS,2f1b6eb46c3d3fa94bc0d78ff5aa482e660a2236168c4c3e60a02fa20c288aa6,2026-03-20T07:54:08.442356,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.442357,9999-12-31T00:00:00
MR-040727,EQ-012605,BR-01039,PREVENTIVE,Preventive maintenance - Manhole Box,2025-11-21,2025-11-22,2025-11-24,13.7,4318.1,1063.75,5381.85,Bethany Johnson,COMPLETED,UR_MAINTENANCE_RECORDS,cc0ce8df963c975d15762aaf81781e0f7f6bc7592157a34b9d413f959db3ad0d,2026-03-20T07:54:08.442416,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.442417,9999-12-31T00:00:00
MR-040728,EQ-011062,BR-01042,CORRECTIVE,Corrective maintenance - Trench Box 12ft,2025-03-30,2025-03-30,2025-03-31,6.2,1813.05,928.12,2741.17,Logan Robinson,COMPLETED,UR_MAINTENANCE_RECORDS,7b5a09061c30dbff9a666a770ebef606d6ef374df60bf76eca217757ecf985ae,2026-03-20T07:54:08.442474,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.442474,9999-12-31T00:00:00
MR-040729,EQ-012508,BR-01033,CORRECTIVE,Corrective maintenance - Trash Pump 6in,2025-08-25,2025-08-28,2025-08-29,19.3,3758.74,1609.55,5368.29,Stephen Thomas,COMPLETED,UR_MAINTENANCE_RECORDS,bab2e05d0ed7100ef04ee1b03b5d3ead3d26527d6265de6aa8255b567a283a40,2026-03-20T07:54:08.442530,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.442531,9999-12-31T00:00:00
MR-040730,EQ-013006,BR-01098,INSPECTION,Inspection maintenance - Telehandler 6K 36ft,2025-06-21,2025-06-23,2025-06-24,22.5,0.0,2137.42,2137.42,Jeremy Hart,COMPLETED,UR_MAINTENANCE_RECORDS,c9c2b167e0b45bf47cd28b76917dd7580f7f5f8496c966edc541101089bef6ab,2026-03-20T07:54:08.442587,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.442588,9999-12-31T00:00:00
MR-040731,EQ-013689,BR-01055,CORRECTIVE,Corrective maintenance - Generator 20kW Diesel,2025-06-15,2025-06-18,2025-06-19,3.5,4125.21,418.01,4543.22,Daniel Cooper,COMPLETED,UR_MAINTENANCE_RECORDS,81e91226d8a5fe5ba1d94256bac28048503ecde198860bd66a7903c3991c00b2,2026-03-20T07:54:08.442644,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.442645,9999-12-31T00:00:00
MR-040732,EQ-014976,BR-01077,PREVENTIVE,Preventive maintenance - Forklift 12K Diesel,2025-06-16,2025-06-18,2025-06-20,23.1,744.79,2589.51,3334.3,Samantha Patel,COMPLETED,UR_MAINTENANCE_RECORDS,870d2e5f26bee9a892c3d995f40b762dd10520c2653847fb6583271527c12070,2026-03-20T07:54:08.442703,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.442703,9999-12-31T00:00:00
MR-040733,EQ-010406,BR-01020,PREVENTIVE,Preventive maintenance - Compact Track Loader,2026-02-08,2026-02-09,2026-02-11,15.2,4555.81,1780.92,6336.73,Amanda Jackson,COMPLETED,UR_MAINTENANCE_RECORDS,097ca3a2f84459e24a830655febea451e5e7fe0d049440558212d01a05f7d8cc,2026-03-20T07:54:08.442761,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.442762,9999-12-31T00:00:00
MR-040734,EQ-011559,BR-01093,INSPECTION,Inspection maintenance - Cooling Tower,2025-11-07,2025-11-10,2025-11-11,11.9,0.0,1221.89,1221.89,Luis Ramirez,COMPLETED,UR_MAINTENANCE_RECORDS,85d19c7f7a448802c6b49504826933a874d300d7ee0b890f647806e06f0221ec,2026-03-20T07:54:08.442817,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.442818,9999-12-31T00:00:00
MR-040735,EQ-014989,BR-01079,PREVENTIVE,Preventive maintenance - Wheel Loader,2025-03-28,2025-03-31,2025-04-01,14.8,4956.39,1218.16,6174.55,Jason Flores,COMPLETED,UR_MAINTENANCE_RECORDS,8141aa62dc869d97d2b26e32085dfebcee235b7f74536f38ceead4672f29043b,2026-03-20T07:54:08.442878,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.442878,9999-12-31T00:00:00
MR-040736,EQ-012877,BR-01017,PREVENTIVE,Preventive maintenance - Excavator 14T,2025-06-26,2025-06-27,2025-06-29,22.5,708.19,2958.89,3667.08,Joseph Smith,COMPLETED,UR_MAINTENANCE_RECORDS,18f8df4af66ac4e90dd49cb986326eb92262fc3cac3702d5f674adc66ae68317,2026-03-20T07:54:08.442937,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.442938,9999-12-31T00:00:00
MR-040737,EQ-010944,BR-01041,INSPECTION,Inspection maintenance - Mini Excavator 4T,2025-09-03,2025-09-06,2025-09-08,1.5,0.0,122.99,122.99,Joseph Harding,COMPLETED,UR_MAINTENANCE_RECORDS,b3587a1592dd1568ce83a991169d3264a1efe1035726965b85e515d45e4b22cf,2026-03-20T07:54:08.443000,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.443001,9999-12-31T00:00:00
MR-040738,EQ-011414,BR-01081,INSPECTION,Inspection maintenance - All Terrain Crane 50T,2025-10-08,2025-10-08,2025-10-09,22.1,0.0,2677.67,2677.67,Ronald Johnston,COMPLETED,UR_MAINTENANCE_RECORDS,83a93a1a34170a29276a94403dd9d77040892b3d44f8f9699b10b9513fa829b8,2026-03-20T07:54:08.443059,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.443060,9999-12-31T00:00:00
MR-040739,EQ-014539,BR-01093,INSPECTION,Inspection maintenance - Air Compressor 375 CFM,2026-03-15,2026-03-15,2026-03-15,13.3,0.0,1179.01,1179.01,Mrs. Amber Martinez,COMPLETED,UR_MAINTENANCE_RECORDS,7ef21087f3a5fc8d76ec1e765e8a31c6e123bce2d16d6b75737c15acceaf3449,2026-03-20T07:54:08.443117,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.443118,9999-12-31T00:00:00
MR-040740,EQ-012414,BR-01041,INSPECTION,Inspection maintenance - Generator 100kW Diesel,2025-07-26,2025-07-29,2025-07-31,13.4,0.0,1015.85,1015.85,Aaron Clark,COMPLETED,UR_MAINTENANCE_RECORDS,b25243e3dde59622dc054a756305abc558c61846c747888ad147da22f5fffb40,2026-03-20T07:54:08.443174,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.443175,9999-12-31T00:00:00
MR-040741,EQ-014083,BR-01014,PREVENTIVE,Preventive maintenance - Slide Rail System,2025-11-06,2025-11-07,2025-11-08,9.0,2193.89,1066.15,3260.04,Charles White,COMPLETED,UR_MAINTENANCE_RECORDS,50ff22397e17bda3212ae76dd686b103f409b9992e8e3bee206a86c24e365a6f,2026-03-20T07:54:08.443231,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.443232,9999-12-31T00:00:00
MR-040742,EQ-010480,BR-01088,CORRECTIVE,Corrective maintenance - Boom Lift 80ft Straight,2025-10-16,2025-10-17,2025-10-19,8.7,3490.29,1188.75,4679.04,Hunter Woods,COMPLETED,UR_MAINTENANCE_RECORDS,2d8a5b3e23c2f5c97352803147549343a48afe13c62b056f1b641c5aa31bb8f6,2026-03-20T07:54:08.443289,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.443290,9999-12-31T00:00:00
MR-040743,EQ-014332,BR-01053,INSPECTION,Inspection maintenance - Wheel Loader,2025-08-11,2025-08-11,2025-08-12,8.9,0.0,1228.96,1228.96,Diana Cortez,COMPLETED,UR_MAINTENANCE_RECORDS,7a95640e3c632744d6c6d8614e5469ccf25c6667ec2fb96b6f08e926fe31198b,2026-03-20T07:54:08.443353,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.443353,9999-12-31T00:00:00
MR-040744,EQ-013465,BR-01085,PREVENTIVE,Preventive maintenance - Excavator 14T,2025-10-14,2025-10-14,2025-10-15,21.6,1173.55,3098.95,4272.5,Richard Sutton,COMPLETED,UR_MAINTENANCE_RECORDS,989f1a6a2f9c6bbb1613f30145f9bba8a51bfd52a94f6ea359b4f2972f952e5a,2026-03-20T07:54:08.443415,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.443416,9999-12-31T00:00:00
MR-040745,EQ-012506,BR-01078,EMERGENCY,Emergency maintenance - Indirect Fired Heater 400K BTU,2025-08-26,2025-08-27,2025-08-28,17.8,314.79,2605.72,2920.51,Christina Griffin,COMPLETED,UR_MAINTENANCE_RECORDS,1a61f64f3419092ca0120cb41c9211977e185bc9a952c22e0885e8a349ccd611,2026-03-20T07:54:08.443475,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.443475,9999-12-31T00:00:00
MR-040746,EQ-014964,BR-01029,PREVENTIVE,Preventive maintenance - Scissor Lift 26ft Electric,2026-03-03,2026-03-06,2026-03-08,9.4,3454.53,1132.98,4587.51,Stephanie Reed,COMPLETED,UR_MAINTENANCE_RECORDS,d2f1eb9f2a50b6f22be8a356bf33b230076607db5b6b8b9e42992c1dc94e49e4,2026-03-20T07:54:08.443533,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.443533,9999-12-31T00:00:00
MR-040747,EQ-010727,BR-01022,PREVENTIVE,Preventive maintenance - Forklift 5K Cushion,2025-09-13,2025-09-15,2025-09-16,18.2,1654.07,2250.64,3904.71,Justin Ramirez,COMPLETED,UR_MAINTENANCE_RECORDS,621d0d2152d4a2d17a03833a8df45745f4bf6f7d970a6cc2ef0081fabdd8050c,2026-03-20T07:54:08.443590,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.443590,9999-12-31T00:00:00
MR-040748,EQ-010822,BR-01093,PREVENTIVE,Preventive maintenance - Generator 200kW Diesel,2026-02-14,2026-02-17,2026-02-17,8.9,4540.1,1145.4,5685.5,Edwin Williams,COMPLETED,UR_MAINTENANCE_RECORDS,8268300825c30f4327826426bb7e1101e61d6c2b3dbeee19d24ffca70d0292b4,2026-03-20T07:54:08.443647,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.443648,9999-12-31T00:00:00
MR-040749,EQ-011570,BR-01100,PREVENTIVE,Preventive maintenance - Boom Lift 46ft Straight,2025-11-10,2025-11-12,2025-11-14,13.4,72.36,1342.93,1415.29,Kyle Kramer,COMPLETED,UR_MAINTENANCE_RECORDS,af5e674499e5a979988353264f1b6c7b1dad54dd5eb691cfdaeb57e00cb99fa2,2026-03-20T07:54:08.443704,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.443704,9999-12-31T00:00:00
