BRANCH_ID,BRANCH_NAME,BRANCH_TYPE,ADDRESS,CITY,STATE,ZIP_CODE,LATITUDE,LONGITUDE,REGION,DISTRICT,PHONE,MANAGER_NAME,OPEN_DATE,EMPLOYEE_COUNT,IS_ACTIVE,_SOURCE_TABLE,_ROW_HASH,_LOADED_AT,_SOURCE_SYSTEM,_IS_CURRENT,_VALID_FROM,_VALID_TO
BR-01060,United Rentals - Minneapolis Tool Rental #3,TOOL_RENTAL,5054 Lauren Mews,Minneapolis,MN,52932,44.952051,-93.28072,MIDWEST,MN-MID,001-876-452-7758x4161,Erica Miller,2018-10-09,39,TRUE,UR_BRANCHES,00f9c8f18ccb07cce009b749b857c245a5e0e1e3212696e89048fcec7a83cf5e,2026-03-20T07:54:06.961458,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.961459,9999-12-31T00:00:00
BR-01061,United Rentals - Kansas City #1,BRANCH,9627 West Stream Suite 964,Kansas City,MO,84317,39.093985,-94.585954,MIDWEST,MO-MID,9162582029,David Brewer,2013-02-03,44,TRUE,UR_BRANCHES,b98ded023ee9c2550ff9aaa4702803b2b04c8f4cb3d274c6fb05efda5901f934,2026-03-20T07:54:06.961551,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.961551,9999-12-31T00:00:00
BR-01062,United Rentals - Kansas City Specialty #2,SPECIALTY,275 Wallace Club,Kansas City,MO,75726,39.104273,-94.59402,MIDWEST,MO-MID,(485)965-4310,Susan Wilson,2020-12-08,38,TRUE,UR_BRANCHES,c38163adb364527ea16b69eb6c68c040387cec65332b116d4cd84f6836fc9fcc,2026-03-20T07:54:06.961645,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.961645,9999-12-31T00:00:00
BR-01063,United Rentals - Kansas City Tool Rental #3,TOOL_RENTAL,94731 Melissa Mission Apt. 715,Kansas City,MO,88036,39.11815,-94.597175,MIDWEST,MO-MID,(518)484-4225x831,Johnny Ward,2017-02-01,14,TRUE,UR_BRANCHES,f4b82d8a47e279d56901a2a144fe21b7128860b56d60b85cd86b301432117786,2026-03-20T07:54:06.961730,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.961731,9999-12-31T00:00:00
BR-01064,United Rentals - St. Louis #1,BRANCH,291 Kyle Stravenue Suite 866,St. Louis,MO,75854,38.63018,-90.202314,MIDWEST,MO-MID,425-417-7852,Thomas Brown,2008-07-28,34,TRUE,UR_BRANCHES,0d7f6514173facdde134771c76a3d60cd25626e78bf7320b6f6bc4cf7cd0fd21,2026-03-20T07:54:06.961815,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.961816,9999-12-31T00:00:00
BR-01065,United Rentals - St. Louis Specialty #2,SPECIALTY,2253 Meza Path,St. Louis,MO,37731,38.625021,-90.185655,MIDWEST,MO-MID,343-484-2498,Lauren Jackson,2018-01-29,14,TRUE,UR_BRANCHES,82f274f6f44460594112e23c2a9996f8eb2107a705d948c70ee6e20d737a0470,2026-03-20T07:54:06.961906,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.961906,9999-12-31T00:00:00
BR-01066,United Rentals - St. Louis Tool Rental #3,TOOL_RENTAL,001 Stacy Trail Suite 396,St. Louis,MO,81517,38.600637,-90.185707,MIDWEST,MO-MID,+1-407-984-4736x4710,John Peterson,2008-12-10,14,TRUE,UR_BRANCHES,dde5bd42829279944f35822fed82d70de83e2fea295775136afb8f782e7815d4,2026-03-20T07:54:06.961991,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.961991,9999-12-31T00:00:00
BR-01067,United Rentals - Cincinnati #1,BRANCH,562 Robertson Coves Suite 371,Cincinnati,OH,35559,39.098073,-84.518196,MIDWEST,OH-MID,732.510.4696x325,Kathleen Robertson,2015-09-09,36,TRUE,UR_BRANCHES,0a84788b4f06bea4629b3ec2b2070e0445f338556cf7e732e970c828b2c04ae9,2026-03-20T07:54:06.962083,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.962084,9999-12-31T00:00:00
BR-01068,United Rentals - Cincinnati Specialty #2,SPECIALTY,0168 Levy Forge Suite 004,Cincinnati,OH,65367,39.081511,-84.530991,MIDWEST,OH-MID,+1-274-880-1624x565,Justin Cox,2011-09-12,37,TRUE,UR_BRANCHES,91fbaac83fd22d5083540d2b2c7d0c5e1962c742aadb01724b93241b9bfc630d,2026-03-20T07:54:06.962174,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.962175,9999-12-31T00:00:00
BR-01069,United Rentals - Dallas #1,BRANCH,784 David Court Suite 558,Dallas,TX,48421,32.771696,-96.788535,SOUTHWEST,TX-SOU,001-923-498-6800x02578,Kaylee Murphy,2017-11-11,36,TRUE,UR_BRANCHES,7a1370b6ab7be9eca09b676266b81e42346e583eb135f4ffa023c86a0bb5ea78,2026-03-20T07:54:06.962259,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.962259,9999-12-31T00:00:00
BR-01070,United Rentals - Dallas Specialty #2,SPECIALTY,9495 Erickson Hills,Dallas,TX,62746,32.795181,-96.775642,SOUTHWEST,TX-SOU,9556169409,Rachel Parsons,2017-03-10,14,TRUE,UR_BRANCHES,47e4a0d18b4ddf4d850ff26e76264a9faaaa0a22f05f4a0fbf9a636541273859,2026-03-20T07:54:06.962350,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.962351,9999-12-31T00:00:00
BR-01071,United Rentals - Houston #1,BRANCH,728 Hernandez Springs,Houston,TX,32246,29.751412,-95.359814,SOUTHWEST,TX-SOU,8915307562,Reginald Knapp,2022-10-18,8,TRUE,UR_BRANCHES,87a7b7110971a34e7a9da8ee8b33d006b4567ce138509ec38380b34a59665f0d,2026-03-20T07:54:06.962439,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.962439,9999-12-31T00:00:00
BR-01072,United Rentals - Houston Specialty #2,SPECIALTY,283 Bolton Neck,Houston,TX,69376,29.78854,-95.344218,SOUTHWEST,TX-SOU,(652)678-5854x9733,William Evans,2011-09-15,23,TRUE,UR_BRANCHES,5d038309ee7b5e6a9bdf8954da5dceb60dfc231d8793fef2c176009998be0166,2026-03-20T07:54:06.962528,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.962529,9999-12-31T00:00:00
BR-01073,United Rentals - San Antonio #1,BRANCH,757 Castro Underpass,San Antonio,TX,95090,29.417426,-98.493887,SOUTHWEST,TX-SOU,341-798-6652x404,Mary Burgess,2010-04-12,21,TRUE,UR_BRANCHES,10e51a0fd8d9c7687b4757ae67e3a29c76c1e201ce6d59f63d9b7a71f3b51527,2026-03-20T07:54:06.962618,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.962619,9999-12-31T00:00:00
BR-01074,United Rentals - San Antonio Specialty #2,SPECIALTY,421 John Skyway Apt. 301,San Antonio,TX,54673,29.445979,-98.469453,SOUTHWEST,TX-SOU,271-320-8267x73454,Crystal Rodgers,2022-05-15,18,TRUE,UR_BRANCHES,e9931d011dc116c5bad5b0cbf153602954b483f36eeb53c12201faed2b1c5e8c,2026-03-20T07:54:06.962703,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.962704,9999-12-31T00:00:00
BR-01075,United Rentals - Austin #1,BRANCH,62067 Sharon Well,Austin,TX,38442,30.264779,-97.733394,SOUTHWEST,TX-SOU,9044991547,Julie Lee,2008-05-09,24,TRUE,UR_BRANCHES,82d9712e498af71c4f2d764d55ad7e383555b896416fc369d2295e00e2e29289,2026-03-20T07:54:06.962785,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.962786,9999-12-31T00:00:00
BR-01076,United Rentals - Austin Specialty #2,SPECIALTY,742 Jill Turnpike,Austin,TX,39170,30.292791,-97.725992,SOUTHWEST,TX-SOU,001-832-396-6851,Charles Morris,2010-12-05,26,TRUE,UR_BRANCHES,ce13f045e87a13d34cbaa2708c705031e132394ee9f7a92fcee159f28ecb8f94,2026-03-20T07:54:06.962865,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.962866,9999-12-31T00:00:00
BR-01077,United Rentals - Phoenix #1,BRANCH,3745 Aguilar Ports Apt. 453,Phoenix,AZ,08643,33.44686,-112.064854,SOUTHWEST,AZ-SOU,+1-417-942-6841x45933,Paul Obrien,2014-02-11,43,TRUE,UR_BRANCHES,1ff3b279459ebb09b3e54e4e1341a1c12f6d1bc50ff1375a41426a40f5324a08,2026-03-20T07:54:06.962959,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.962959,9999-12-31T00:00:00
BR-01078,United Rentals - Phoenix Specialty #2,SPECIALTY,339 Alicia Pines Suite 191,Phoenix,AZ,08595,33.458112,-112.0748,SOUTHWEST,AZ-SOU,+1-983-398-2258,Michelle Burns,2023-04-17,20,TRUE,UR_BRANCHES,1eb7bec5c9b58e6d88deb74307fc3c890d4d6a765a5ba8e82d8fa8bd416332b3,2026-03-20T07:54:06.963047,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.963048,9999-12-31T00:00:00
BR-01079,United Rentals - Tulsa #1,BRANCH,72867 Angelica Spring Suite 064,Tulsa,OK,00896,36.149934,-95.983426,SOUTHWEST,OK-SOU,001-639-810-6518x0170,Chad May,2020-01-26,45,TRUE,UR_BRANCHES,669f348107f5ebaedfd68c039c71eff0d00a6d503000b67f341b85ab544dab07,2026-03-20T07:54:06.963132,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.963133,9999-12-31T00:00:00
BR-01080,United Rentals - Tulsa Specialty #2,SPECIALTY,6766 Felicia Shore Apt. 512,Tulsa,OK,70920,36.168144,-96.019143,SOUTHWEST,OK-SOU,(582)930-0478x6863,Donald Pineda,2019-12-27,28,TRUE,UR_BRANCHES,0ed6af15e608b1960afdbaf5b83b04f0f5829a05ddb5775e4ccd11df8517ef10,2026-03-20T07:54:06.963220,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.963221,9999-12-31T00:00:00
BR-01081,United Rentals - El Paso #1,BRANCH,69033 Craig Bypass,El Paso,TX,59016,31.753043,-106.483316,SOUTHWEST,TX-SOU,+1-603-506-7383x028,Monique Flores,2017-07-28,40,TRUE,UR_BRANCHES,2ca3a890fed443a28391688374584c6669d6694099cb4601a01d04e5f1ac1fe0,2026-03-20T07:54:06.963308,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.963308,9999-12-31T00:00:00
BR-01082,United Rentals - El Paso Specialty #2,SPECIALTY,42836 Hill Point Apt. 687,El Paso,TX,06646,31.787063,-106.483132,SOUTHWEST,TX-SOU,(568)556-6246x287,Michael Shaffer,2023-08-05,11,TRUE,UR_BRANCHES,233b5d90e1f6bd8b0e5042115dc0a24422a469637abc29b14fd4beacd1c13bba,2026-03-20T07:54:06.963403,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.963404,9999-12-31T00:00:00
BR-01083,United Rentals - Los Angeles #1,BRANCH,8826 Jonathan Isle Apt. 751,Los Angeles,CA,70707,34.061416,-118.252098,WEST,CA-WES,001-930-546-9901x3983,Felicia Krueger,2006-07-04,19,TRUE,UR_BRANCHES,f4e9a8a89e3456cbdf944fe3470385b75dc5b07aa86ee28b12dd92bfb76e075e,2026-03-20T07:54:06.963490,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.963490,9999-12-31T00:00:00
BR-01084,United Rentals - Los Angeles Specialty #2,SPECIALTY,173 Randy Garden,Los Angeles,CA,72863,34.026311,-118.269622,WEST,CA-WES,746-578-5445x87717,Jason Hart,2010-06-02,23,TRUE,UR_BRANCHES,2de20fa8dac1d84062adf8cc61adc832c4210e3bd0cdbc330e3ea7d3df26b652,2026-03-20T07:54:06.963572,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.963572,9999-12-31T00:00:00
BR-01085,United Rentals - San Francisco #1,BRANCH,48996 Hernandez Isle,San Francisco,CA,30650,37.772976,-122.410568,WEST,CA-WES,(493)978-5477x7252,Steve Mooney,2024-05-26,44,TRUE,UR_BRANCHES,0cada714e8578e077619253185961110fce8b8915e02ac32d18055c372dadc54,2026-03-20T07:54:06.963661,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.963662,9999-12-31T00:00:00
BR-01086,United Rentals - San Francisco Specialty #2,SPECIALTY,00623 Jasmine Branch,San Francisco,CA,29169,37.759673,-122.413729,WEST,CA-WES,275.609.9770x08860,Donna Shaw,2019-06-22,13,TRUE,UR_BRANCHES,ea25730441f75112921e42cb823f705ba3ab8dcdf5d21eb7f2e19121987f30fe,2026-03-20T07:54:06.963761,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.963762,9999-12-31T00:00:00
BR-01087,United Rentals - Denver #1,BRANCH,11823 Christine Glen Suite 461,Denver,CO,49397,39.737584,-104.988627,WEST,CO-WES,(979)233-4101x6668,Michele Miller,2022-04-10,41,TRUE,UR_BRANCHES,4c56bd1a9bcb076506298fca0d36800606f27840524d5124deac5df75592de13,2026-03-20T07:54:06.963859,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.963859,9999-12-31T00:00:00
BR-01088,United Rentals - Denver Specialty #2,SPECIALTY,180 Jason Ways Suite 401,Denver,CO,90210,39.728182,-105.004654,WEST,CO-WES,689-402-5039x261,Lacey Atkinson,2019-01-28,28,TRUE,UR_BRANCHES,4e23b46be1fb108a05ecb98a9485d27593bb033f20cf1092bb9a9ae8a7ceb6b1,2026-03-20T07:54:06.963955,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.963955,9999-12-31T00:00:00
BR-01089,United Rentals - Seattle #1,BRANCH,2185 Connor Fort Apt. 599,Seattle,WA,78568,47.600974,-122.334184,WEST,WA-WES,(850)347-7358x6629,Elizabeth Wright,2007-08-12,27,TRUE,UR_BRANCHES,2e9e627c3ca494a323718d46a1c6d5dedc1f53e87063af55d9094fcc96a4645a,2026-03-20T07:54:06.964041,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.964041,9999-12-31T00:00:00
BR-01090,United Rentals - Seattle Specialty #2,SPECIALTY,62655 Christopher Inlet Suite 541,Seattle,WA,17868,47.603633,-122.306359,WEST,WA-WES,226-378-8861,Brandon George,2012-05-18,12,TRUE,UR_BRANCHES,f8392ccc7e4d8fd73db19a2ae2299567538f5017cc1186494147f79cc354edc3,2026-03-20T07:54:06.964126,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.964126,9999-12-31T00:00:00
BR-01091,United Rentals - Portland #1,BRANCH,46618 Ashley Extension Suite 224,Portland,OR,39970,45.505686,-122.676477,WEST,OR-WES,672-512-6464x715,Kathleen Jensen,2014-11-30,44,TRUE,UR_BRANCHES,474ddb6b8924a21f41d8e7b6bcd097b50599cc60e85eaa786b74b241e4ad98df,2026-03-20T07:54:06.964212,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.964212,9999-12-31T00:00:00
BR-01092,United Rentals - Portland Specialty #2,SPECIALTY,0659 Brock Isle,Portland,OR,58201,45.545266,-122.704504,WEST,OR-WES,969-524-5937x52654,Douglas Hartman,2013-02-23,21,TRUE,UR_BRANCHES,a8433ab88a34b7155846f87bb42f5fedc2cdfc49c794ca7e2ea23e90311e9115,2026-03-20T07:54:06.964302,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.964302,9999-12-31T00:00:00
BR-01093,United Rentals - Las Vegas #1,BRANCH,828 Stephanie Mountain,Las Vegas,NV,93348,36.170018,-115.147151,WEST,NV-WES,674.416.7243,Rachel Jones,2025-01-13,30,TRUE,UR_BRANCHES,d22be7f3d81e053c11c3c3b1e93cbafcf97ccd91c6f4e893c62c9245655e605f,2026-03-20T07:54:06.964384,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.964385,9999-12-31T00:00:00
BR-01094,United Rentals - Las Vegas Specialty #2,SPECIALTY,688 Stephens Turnpike Suite 891,Las Vegas,NV,14836,36.192752,-115.117044,WEST,NV-WES,001-535-529-0965x61014,James Barton,2017-05-25,31,TRUE,UR_BRANCHES,bcdfbc916e68a01d7eb629c57da6354b5bdefa92a8b823484a532e39189f4eaa,2026-03-20T07:54:06.964477,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.964478,9999-12-31T00:00:00
BR-01095,United Rentals - Salt Lake City #1,BRANCH,0714 Knapp Corner,Salt Lake City,UT,15714,40.7565,-111.892236,WEST,UT-WES,001-925-745-7387x5717,Andrew Page,2006-08-23,42,TRUE,UR_BRANCHES,e380b7e37c891e61457d7eec9b7897c46aca6d8f1b6f03278a0c46015dfc2f26,2026-03-20T07:54:06.964567,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.964568,9999-12-31T00:00:00
BR-01096,United Rentals - Salt Lake City Specialty #2,SPECIALTY,123 Andrea Isle Suite 736,Salt Lake City,UT,83044,40.773012,-111.884299,WEST,UT-WES,(826)860-9379,Daniel Ramirez,2019-08-02,41,TRUE,UR_BRANCHES,3073e4529d2444872099edae0cfea0955d7a41650aa1523f47265db4d44e15b1,2026-03-20T07:54:06.964649,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.964650,9999-12-31T00:00:00
BR-01097,United Rentals - Sacramento #1,BRANCH,182 Nguyen Mount,Sacramento,CA,15437,38.571756,-121.488058,WEST,CA-WES,978-459-6969x155,Michele Evans,2017-11-20,27,TRUE,UR_BRANCHES,dc0054df6eef961839a276399cafef1d0a4fa14bc354166bc5932acb90b01558,2026-03-20T07:54:06.964739,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.964740,9999-12-31T00:00:00
BR-01098,United Rentals - Sacramento Specialty #2,SPECIALTY,251 Kevin Falls,Sacramento,CA,49430,38.607505,-121.518185,WEST,CA-WES,001-428-466-9296x627,Charles Edwards MD,2007-03-27,16,TRUE,UR_BRANCHES,b8060738380fda982a606bfe2a12970ba0b88b2735bdbcb23ac400d4c2ad6965,2026-03-20T07:54:06.964823,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.964824,9999-12-31T00:00:00
BR-01099,United Rentals - San Diego #1,BRANCH,72368 Ortiz Overpass Suite 772,San Diego,CA,11336,32.710989,-117.153306,WEST,CA-WES,001-403-940-4384,Patricia Simpson,2015-12-02,43,TRUE,UR_BRANCHES,5dd71d6629be42e59a9a70347695948081214f9708f99a0b852b9cc22a8ffa51,2026-03-20T07:54:06.964916,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.964917,9999-12-31T00:00:00
BR-01100,United Rentals - San Diego Specialty #2,SPECIALTY,8580 Payne Manors,San Diego,CA,13924,32.695027,-117.174195,WEST,CA-WES,001-734-807-4517x1339,Charles Clark,2010-02-22,21,TRUE,UR_BRANCHES,1262b4aeec7c63c96a46bd708cb1219a51491426b7d0b2947ab28592f0a02dba,2026-03-20T07:54:06.965006,UNITED_RENTALS,TRUE,2026-03-20T07:54:06.965007,9999-12-31T00:00:00
